,Descripción de productos,Unidad de Medida,Cantidad Mensual de Consenso,Precios,Córdobas,Fecha
6752,Escoba ,Unidad,1.22,37.39,45.6158,2013-06-01
6753,Papel higiénico,Rollos,10.71,10.71,114.70410000000003,2013-06-01
6754,Jabón de baño,Unidad,4.67,5.76,26.899199999999997,2013-06-01
6755,Toallas sanitarias ,Bolsa de 10 unid,2.21,14.41,31.8461,2013-06-01
6756,Desodorante nacional,Unidad,1.9,21.09,40.071,2013-06-01
6757,Cepillo dental,Unidad,2.49,9.86,24.5514,2013-06-01
6758,Alquiler,Valor (C$) mensual,1,900,900,2013-06-01
6759,Gas butano , 25 libras,1,251.52,251.52,2013-06-01
6760,Luz eléctrica,KWH,100,2.4900467500000003,249.00467500000002,2013-06-01
6761,Agua,Galones,5292,0.015590373999092976,82.50425920320004,2013-06-01
6762,Transporte ,Pasaje,240,2.5,600,2013-06-01
6763, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,320.04,198.83768397265305,2013-06-01
6764, Camisa manga corta ,Unidad,0.6600037006796985,103.89,68.56778446361388,2013-06-01
6765, Calzoncillos,Unidad,1.56501893310219,31.71,49.62675036867044,2013-06-01
6766, Calcetines,Par,1.3198798072969047,23.740000000000002,31.33394662522852,2013-06-01
6767," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,330.74,142.94956657562233,2013-06-01
6768, Blusa manga corta ,Unidad,0.66,85.17,56.2122,2013-06-01
6769, Pantalón largo de tela de jeans ,Unidad,0.51,299.68,152.8368,2013-06-01
6770, Vestido entero ,Unidad,0.5,224.59,112.295,2013-06-01
6771, Calzones/ Bikinis,Unidad,1.23,30.26,37.2198,2013-06-01
6772, Brassiers/ sostén,Unidad,0.97,32.38,31.4086,2013-06-01
6773, Sandalias de cuero sintético ,Par,0.44,200.01,88.00439999999999,2013-06-01
6774, Traje completo,Unidad,0.5019645078350022,230.18,115.54219041346082,2013-06-01
6775, Calzones,Unidad,1.4326365541172035,20.66,29.598271208061423,2013-06-01
6776, Calcetines,Par,1.3882846737113883,20.62,28.62642997192883,2013-06-01
6777, Zapato de cuero sintético ,Par,0.44713223086502013,258.63,115.64180886862016,2013-06-01
6778,Arroz ,Libra,38,10.790000000000001,410.02000000000004,2013-07-01
6779,Frijol ,Libra,34,9.63,327.42,2013-07-01
6780,Azúcar ,Libra,30,8.76,262.8,2013-07-01
6781,Aceite ,Litro,7,33.63,235.41000000000003,2013-07-01
6782,Posta de res,Libra,8,58.64,469.12,2013-07-01
6783,Posta de cerdo,Libra,5,52.47,262.35,2013-07-01
6784,Carne de aves,Libra,8,30,240,2013-07-01
6785,Chuleta de pescado,Libra,9,60.57,545.13,2013-07-01
6786,Leche ,Litro,30,22.38,671.4,2013-07-01
6787,Huevos,Docena,7,42.86,300.02,2013-07-01
6788,Queso seco,Libra,9,40.7,366.3,2013-07-01
6789,Tortilla ,Libra,57,13.23,754.11,2013-07-01
6790,Pinolillo,Libra,10,20.990000000000002,209.90000000000003,2013-07-01
6791,Pastas alimenticias  ,Libra,5,20.96,104.80000000000001,2013-07-01
6792,Pan ,Libra,27,19,513,2013-07-01
6793,Tomate de cocinar,Libra,14,14.790000000000001,207.06,2013-07-01
6794,Cebolla blanca,Libra,8,29.7,237.6,2013-07-01
6795,Papas,Libra,15,16.69,250.35000000000002,2013-07-01
6796,Ayote,Libra,32,6.65,212.8,2013-07-01
6797,Chiltoma ,Libra,3,32.52,97.56,2013-07-01
6798,Plátano verde,Libra,16,7.46,119.36,2013-07-01
6799,Naranja ,Libra,46,7.74,356.04,2013-07-01
6800,Repollo,Libra,2,6.28,12.56,2013-07-01
6801,Jabón de lavar ropa,Unidad,12.55,12.89,161.76950000000002,2013-07-01
6802,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.24,62.652800000000006,2013-07-01
6803,Pastas dental,Unidad de 115 grs ,2.13,28.560000000000002,60.8328,2013-07-01
6804,Fósforos,Cajita de 40 cerrillos,10.87,0.99,10.761299999999999,2013-07-01
6805,Escoba ,Unidad,1.22,37.52,45.7744,2013-07-01
6806,Papel higiénico,Rollos,10.71,10.67,114.27570000000001,2013-07-01
6807,Jabón de baño,Unidad,4.67,5.82,27.1794,2013-07-01
6808,Toallas sanitarias ,Bolsa de 10 unid,2.21,14.47,31.9787,2013-07-01
6809,Desodorante nacional,Unidad,1.9,21.09,40.071,2013-07-01
6810,Cepillo dental,Unidad,2.49,9.86,24.5514,2013-07-01
6811,Alquiler,Valor (C$) mensual,1,900,900,2013-07-01
6812,Gas butano , 25 libras,1,242.19,242.19,2013-07-01
6813,Luz eléctrica,KWH,100,2.5002979999999995,250.02979999999994,2013-07-01
6814,Agua,Galones,5292,0.015590373999092976,82.50425920320004,2013-07-01
6815,Transporte ,Pasaje,240,2.5,600,2013-07-01
6816, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,320.79,199.30365154851697,2013-07-01
6817, Camisa manga corta ,Unidad,0.6600037006796985,104.95,69.26738838633436,2013-07-01
6818, Calzoncillos,Unidad,1.56501893310219,31.810000000000002,49.783252261980664,2013-07-01
6819, Calcetines,Par,1.3198798072969047,23.78,31.386741817520395,2013-07-01
6820," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,331.41,143.23914814908085,2013-07-01
6821, Blusa manga corta ,Unidad,0.66,85.9,56.69400000000001,2013-07-01
6822, Pantalón largo de tela de jeans ,Unidad,0.51,300.89,153.4539,2013-07-01
6823, Vestido entero ,Unidad,0.5,228.25,114.125,2013-07-01
6824, Calzones/ Bikinis,Unidad,1.23,30.44,37.4412,2013-07-01
6825, Brassiers/ sostén,Unidad,0.97,32.47,31.4959,2013-07-01
6826, Sandalias de cuero sintético ,Par,0.44,197.71,86.9924,2013-07-01
6827, Traje completo,Unidad,0.5019645078350022,230.42000000000002,115.66266189534123,2013-07-01
6828, Calzones,Unidad,1.4326365541172035,20.93,29.985083077673067,2013-07-01
6829, Calcetines,Par,1.3882846737113883,20.64,28.654195665403055,2013-07-01
6830, Zapato de cuero sintético ,Par,0.44713223086502013,259.1,115.85196101712673,2013-07-01
6831,Arroz ,Libra,38,10.8,410.40000000000003,2013-08-01
6832,Frijol ,Libra,34,9.88,335.92,2013-08-01
6833,Azúcar ,Libra,30,8.78,263.4,2013-08-01
6834,Aceite ,Litro,7,33.67,235.69,2013-08-01
6835,Posta de res,Libra,8,59.01,472.08,2013-08-01
6836,Posta de cerdo,Libra,5,52.51,262.55,2013-08-01
6837,Carne de aves,Libra,8,29.66,237.28,2013-08-01
6838,Chuleta de pescado,Libra,9,59.96,539.64,2013-08-01
6839,Leche ,Litro,30,22.38,671.4,2013-08-01
6840,Huevos,Docena,7,42.63,298.41,2013-08-01
6841,Queso seco,Libra,9,41.62,374.58,2013-08-01
6842,Tortilla ,Libra,57,13.46,767.22,2013-08-01
6843,Pinolillo,Libra,10,21.16,211.6,2013-08-01
6844,Pastas alimenticias  ,Libra,5,21.12,105.60000000000001,2013-08-01
6845,Pan ,Libra,27,19.3,521.1,2013-08-01
6846,Tomate de cocinar,Libra,14,18.94,265.16,2013-08-01
6847,Cebolla blanca,Libra,8,23.5,188,2013-08-01
6848,Papas,Libra,15,16.25,243.75,2013-08-01
6849,Ayote,Libra,32,5.24,167.68,2013-08-01
6850,Chiltoma ,Libra,3,40.65,121.94999999999999,2013-08-01
6851,Plátano verde,Libra,16,7.640000000000001,122.24000000000001,2013-08-01
6852,Naranja ,Libra,46,6.08,279.68,2013-08-01
6853,Repollo,Libra,2,5.05,10.1,2013-08-01
6854,Jabón de lavar ropa,Unidad,12.55,12.89,161.76950000000002,2013-08-01
6855,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.24,62.652800000000006,2013-08-01
6856,Pastas dental,Unidad de 115 grs ,2.13,28.64,61.0032,2013-08-01
6857,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2013-08-01
6858,Escoba ,Unidad,1.22,37.52,45.7744,2013-08-01
6859,Papel higiénico,Rollos,10.71,10.74,115.0254,2013-08-01
6860,Jabón de baño,Unidad,4.67,5.67,26.4789,2013-08-01
6861,Toallas sanitarias ,Bolsa de 10 unid,2.21,14.44,31.912399999999998,2013-08-01
6862,Desodorante nacional,Unidad,1.9,21.18,40.242,2013-08-01
6863,Cepillo dental,Unidad,2.49,9.98,24.850200000000005,2013-08-01
6864,Alquiler,Valor (C$) mensual,1,900,900,2013-08-01
6865,Gas butano , 25 libras,1,256.01,256.01,2013-08-01
6866,Luz eléctrica,KWH,100,2.510652,251.06519999999998,2013-08-01
6867,Agua,Galones,5292,0.015590373999092976,82.50425920320004,2013-08-01
6868,Transporte ,Pasaje,240,2.5,600,2013-08-01
6869, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,324.34000000000003,201.50923140760622,2013-08-01
6870, Camisa manga corta ,Unidad,0.6600037006796985,105.55,69.66339060674217,2013-08-01
6871, Calzoncillos,Unidad,1.56501893310219,32,50.08060585927008,2013-08-01
6872, Calcetines,Par,1.3198798072969047,23.92,31.571524990541963,2013-08-01
6873," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,331.41,143.23914814908085,2013-08-01
6874, Blusa manga corta ,Unidad,0.66,85.88,56.6808,2013-08-01
6875, Pantalón largo de tela de jeans ,Unidad,0.51,298.59000000000003,152.28090000000003,2013-08-01
6876, Vestido entero ,Unidad,0.5,230.91,115.455,2013-08-01
6877, Calzones/ Bikinis,Unidad,1.23,30.69,37.7487,2013-08-01
6878, Brassiers/ sostén,Unidad,0.97,32.79,31.806299999999997,2013-08-01
6879, Sandalias de cuero sintético ,Par,0.44,198.97,87.5468,2013-08-01
6880, Traje completo,Unidad,0.5019645078350022,231.39000000000001,116.14956746794118,2013-08-01
6881, Calzones,Unidad,1.4326365541172035,20.93,29.985083077673067,2013-08-01
6882, Calcetines,Par,1.3882846737113883,20.64,28.654195665403055,2013-08-01
6883, Zapato de cuero sintético ,Par,0.44713223086502013,259.13,115.86537498405266,2013-08-01
6884,Arroz ,Libra,38,10.9,414.2,2013-09-01
6885,Frijol ,Libra,34,9.76,331.84,2013-09-01
6886,Azúcar ,Libra,30,8.83,264.9,2013-09-01
6887,Aceite ,Litro,7,33.6,235.20000000000002,2013-09-01
6888,Posta de res,Libra,8,59.39,475.12,2013-09-01
6889,Posta de cerdo,Libra,5,52.56,262.8,2013-09-01
6890,Carne de aves,Libra,8,29.66,237.28,2013-09-01
6891,Chuleta de pescado,Libra,9,59.93,539.37,2013-09-01
6892,Leche ,Litro,30,22.38,671.4,2013-09-01
6893,Huevos,Docena,7,41.28,288.96000000000004,2013-09-01
6894,Queso seco,Libra,9,43.980000000000004,395.82000000000005,2013-09-01
6895,Tortilla ,Libra,57,14.36,818.52,2013-09-01
6896,Pinolillo,Libra,10,21.150000000000002,211.50000000000003,2013-09-01
6897,Pastas alimenticias  ,Libra,5,21.08,105.39999999999999,2013-09-01
6898,Pan ,Libra,27,19,513,2013-09-01
6899,Tomate de cocinar,Libra,14,14.85,207.9,2013-09-01
6900,Cebolla blanca,Libra,8,25.86,206.88,2013-09-01
6901,Papas,Libra,15,12.52,187.79999999999998,2013-09-01
6902,Ayote,Libra,32,5.39,172.48,2013-09-01
6903,Chiltoma ,Libra,3,43.28,129.84,2013-09-01
6904,Plátano verde,Libra,16,6.87,109.92,2013-09-01
6905,Naranja ,Libra,46,5.21,239.66,2013-09-01
6906,Repollo,Libra,2,4.58,9.16,2013-09-01
6907,Jabón de lavar ropa,Unidad,12.55,12.85,161.2675,2013-09-01
6908,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.25,62.9325,2013-09-01
6909,Pastas dental,Unidad de 115 grs ,2.13,28.740000000000002,61.2162,2013-09-01
6910,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2013-09-01
6911,Escoba ,Unidad,1.22,37.39,45.6158,2013-09-01
6912,Papel higiénico,Rollos,10.71,10.86,116.31060000000001,2013-09-01
6913,Jabón de baño,Unidad,4.67,5.76,26.899199999999997,2013-09-01
6914,Toallas sanitarias ,Bolsa de 10 unid,2.21,14.47,31.9787,2013-09-01
6915,Desodorante nacional,Unidad,1.9,21.17,40.223,2013-09-01
6916,Cepillo dental,Unidad,2.49,9.98,24.850200000000005,2013-09-01
6917,Alquiler,Valor (C$) mensual,1,900,900,2013-09-01
6918,Gas butano , 25 libras,1,276.04,276.04,2013-09-01
6919,Luz eléctrica,KWH,100,2.520889,252.0889,2013-09-01
6920,Agua,Galones,5292,0.015590373999092976,82.50425920320004,2013-09-01
6921,Transporte ,Pasaje,240,2.5,600,2013-09-01
6922, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,324.38,201.53408301165226,2013-09-01
6923, Camisa manga corta ,Unidad,0.6600037006796985,103.17,68.09258179912449,2013-09-01
6924, Calzoncillos,Unidad,1.56501893310219,32.3,50.550111539200735,2013-09-01
6925, Calcetines,Par,1.3198798072969047,24.02,31.70351297127165,2013-09-01
6926," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,332.05,143.51576338342926,2013-09-01
6927, Blusa manga corta ,Unidad,0.66,86.24,56.9184,2013-09-01
6928, Pantalón largo de tela de jeans ,Unidad,0.51,298.98,152.4798,2013-09-01
6929, Vestido entero ,Unidad,0.5,230.96,115.48,2013-09-01
6930, Calzones/ Bikinis,Unidad,1.23,30.79,37.8717,2013-09-01
6931, Brassiers/ sostén,Unidad,0.97,32.980000000000004,31.990600000000004,2013-09-01
6932, Sandalias de cuero sintético ,Par,0.44,199.38,87.7272,2013-09-01
6933, Traje completo,Unidad,0.5019645078350022,231.70000000000002,116.30517646537002,2013-09-01
6934, Calzones,Unidad,1.4326365541172035,21.06,30.171325829708305,2013-09-01
6935, Calcetines,Par,1.3882846737113883,20.56,28.543132891506144,2013-09-01
6936, Zapato de cuero sintético ,Par,0.44713223086502013,260.15,116.32144985953498,2013-09-01
6937,Arroz ,Libra,38,11.040000000000001,419.52000000000004,2013-10-01
6938,Frijol ,Libra,34,9.89,336.26,2013-10-01
6939,Azúcar ,Libra,30,8.91,267.3,2013-10-01
6940,Aceite ,Litro,7,33.22,232.54,2013-10-01
6941,Posta de res,Libra,8,59.59,476.72,2013-10-01
6942,Posta de cerdo,Libra,5,52.6,263,2013-10-01
6943,Carne de aves,Libra,8,29.78,238.24,2013-10-01
6944,Chuleta de pescado,Libra,9,59.56,536.04,2013-10-01
6945,Leche ,Litro,30,22.38,671.4,2013-10-01
6946,Huevos,Docena,7,40.76,285.32,2013-10-01
6947,Queso seco,Libra,9,46.410000000000004,417.69000000000005,2013-10-01
6948,Tortilla ,Libra,57,14.05,800.85,2013-10-01
6949,Pinolillo,Libra,10,21.25,212.5,2013-10-01
6950,Pastas alimenticias  ,Libra,5,21.16,105.8,2013-10-01
6951,Pan ,Libra,27,19.39,523.53,2013-10-01
6952,Tomate de cocinar,Libra,14,14.540000000000001,203.56,2013-10-01
6953,Cebolla blanca,Libra,8,23.05,184.4,2013-10-01
6954,Papas,Libra,15,10.99,164.85,2013-10-01
6955,Ayote,Libra,32,4.62,147.84,2013-10-01
6956,Chiltoma ,Libra,3,35.86,107.58,2013-10-01
6957,Plátano verde,Libra,16,6.96,111.36,2013-10-01
6958,Naranja ,Libra,46,4.93,226.77999999999997,2013-10-01
6959,Repollo,Libra,2,5.17,10.34,2013-10-01
6960,Jabón de lavar ropa,Unidad,12.55,12.93,162.2715,2013-10-01
6961,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.27,63.4919,2013-10-01
6962,Pastas dental,Unidad de 115 grs ,2.13,29.07,61.9191,2013-10-01
6963,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2013-10-01
6964,Escoba ,Unidad,1.22,37.39,45.6158,2013-10-01
6965,Papel higiénico,Rollos,10.71,10.85,116.2035,2013-10-01
6966,Jabón de baño,Unidad,4.67,5.79,27.0393,2013-10-01
6967,Toallas sanitarias ,Bolsa de 10 unid,2.21,14.6,32.266,2013-10-01
6968,Desodorante nacional,Unidad,1.9,21.48,40.812,2013-10-01
6969,Cepillo dental,Unidad,2.49,10.01,24.9249,2013-10-01
6970,Alquiler,Valor (C$) mensual,1,900,900,2013-10-01
6971,Gas butano , 25 libras,1,278.02,278.02,2013-10-01
6972,Luz eléctrica,KWH,100,2.531182,253.11819999999997,2013-10-01
6973,Agua,Galones,5292,0.0184263,97.5119796,2013-10-01
6974,Transporte ,Pasaje,240,2.5,600,2013-10-01
6975, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,325.86,202.4535923613571,2013-10-01
6976, Camisa manga corta ,Unidad,0.6600037006796985,103.64,68.40278353844396,2013-10-01
6977, Calzoncillos,Unidad,1.56501893310219,32.62,51.050917597793436,2013-10-01
6978, Calcetines,Par,1.3198798072969047,24.2,31.941091336585092,2013-10-01
6979," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,334.76,144.68705601637336,2013-10-01
6980, Blusa manga corta ,Unidad,0.66,86.57000000000001,57.13620000000001,2013-10-01
6981, Pantalón largo de tela de jeans ,Unidad,0.51,303.11,154.58610000000002,2013-10-01
6982, Vestido entero ,Unidad,0.5,227.74,113.87,2013-10-01
6983, Calzones/ Bikinis,Unidad,1.23,30.88,37.9824,2013-10-01
6984, Brassiers/ sostén,Unidad,0.97,33.08,32.087599999999995,2013-10-01
6985, Sandalias de cuero sintético ,Par,0.44,200.97,88.4268,2013-10-01
6986, Traje completo,Unidad,0.5019645078350022,230.17000000000002,115.53717076838247,2013-10-01
6987, Calzones,Unidad,1.4326365541172035,21.19,30.357568581743543,2013-10-01
6988, Calcetines,Par,1.3882846737113883,20.56,28.543132891506144,2013-10-01
6989, Zapato de cuero sintético ,Par,0.44713223086502013,260.31,116.39299101647339,2013-10-01
6990,Arroz ,Libra,38,11.07,420.66,2013-11-01
6991,Frijol ,Libra,34,10.15,345.1,2013-11-01
6992,Azúcar ,Libra,30,9.01,270.3,2013-11-01
6993,Aceite ,Litro,7,33.2,232.40000000000003,2013-11-01
6994,Posta de res,Libra,8,59.54,476.32,2013-11-01
6995,Posta de cerdo,Libra,5,52.63,263.15000000000003,2013-11-01
6996,Carne de aves,Libra,8,30.36,242.88,2013-11-01
6997,Chuleta de pescado,Libra,9,60.54,544.86,2013-11-01
6998,Leche ,Litro,30,24.06999999999999,722.0999999999997,2013-11-01
6999,Huevos,Docena,7,42.07,294.49,2013-11-01
7000,Queso seco,Libra,9,50.94,458.46,2013-11-01
7001,Tortilla ,Libra,57,13.15,749.5500000000001,2013-11-01
7002,Pinolillo,Libra,10,21.17,211.70000000000002,2013-11-01
7003,Pastas alimenticias  ,Libra,5,21.16,105.8,2013-11-01
7004,Pan ,Libra,27,19.17,517.59,2013-11-01
7005,Tomate de cocinar,Libra,14,15.37,215.17999999999998,2013-11-01
7006,Cebolla blanca,Libra,8,20.46,163.68,2013-11-01
7007,Papas,Libra,15,10.37,155.54999999999998,2013-11-01
7008,Ayote,Libra,32,4.49,143.68,2013-11-01
7009,Chiltoma ,Libra,3,41.47,124.41,2013-11-01
7010,Plátano verde,Libra,16,7.04,112.64,2013-11-01
7011,Naranja ,Libra,46,4.52,207.92,2013-11-01
7012,Repollo,Libra,2,7.63,15.26,2013-11-01
7013,Jabón de lavar ropa,Unidad,12.55,12.93,162.2715,2013-11-01
7014,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.23,62.373099999999994,2013-11-01
7015,Pastas dental,Unidad de 115 grs ,2.13,28.97,61.70609999999999,2013-11-01
7016,Fósforos,Cajita de 40 cerrillos,10.87,1,10.87,2013-11-01
7017,Escoba ,Unidad,1.22,37.69,45.98179999999999,2013-11-01
7018,Papel higiénico,Rollos,10.71,10.83,115.98930000000001,2013-11-01
7019,Jabón de baño,Unidad,4.67,5.86,27.366200000000003,2013-11-01
7020,Toallas sanitarias ,Bolsa de 10 unid,2.21,14.6,32.266,2013-11-01
7021,Desodorante nacional,Unidad,1.9,21.5,40.85,2013-11-01
7022,Cepillo dental,Unidad,2.49,9.98,24.850200000000005,2013-11-01
7023,Alquiler,Valor (C$) mensual,1,900,900,2013-11-01
7024,Gas butano , 25 libras,1,287.7305098721179,287.7305098721179,2013-11-01
7025,Luz eléctrica,KWH,100,2.5415294999999998,254.15294999999998,2013-11-01
7026,Agua,Galones,5292,0.0184263,97.5119796,2013-11-01
7027,Transporte ,Pasaje,240,2.5,600,2013-11-01
7028, Pantalón largo de tela de jeans,Unidad,0.6212901011518968,327.86,203.69617256366087,2013-11-01
7029, Camisa manga corta ,Unidad,0.6600037006796985,103.48,68.2971829463352,2013-11-01
7030, Calzoncillos,Unidad,1.56501893310219,32.87,51.44217233106898,2013-11-01
7031, Calcetines,Par,1.3198798072969047,24.33,32.11267571153369,2013-11-01
7032," Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)  ",Par,0.432211303669415,336.35,145.37427198920776,2013-11-01
7033, Blusa manga corta ,Unidad,0.66,86.57,57.136199999999995,2013-11-01
7034, Pantalón largo de tela de jeans ,Unidad,0.51,303.4,154.73399999999998,2013-11-01
7035, Vestido entero ,Unidad,0.5,230.76,115.38,2013-11-01
7036, Calzones/ Bikinis,Unidad,1.23,31.11,38.265299999999996,2013-11-01
7037, Brassiers/ sostén,Unidad,0.97,33.26,32.2622,2013-11-01
7038, Sandalias de cuero sintético ,Par,0.44,202.93,89.28920000000001,2013-11-01
7039, Traje completo,Unidad,0.5019645078350022,230.1,115.50203325283401,2013-11-01
7040, Calzones,Unidad,1.4326365541172035,21.2,30.371894947284712,2013-11-01
7041, Calcetines,Par,1.3882846737113883,20.56,28.543132891506144,2013-11-01
7042, Zapato de cuero sintético ,Par,0.44713223086502013,262.1,117.19335770972178,2013-11-01
7043,Arroz ,Libra,38,11.14,423.32000000000005,2013-12-01
7044,Frijol ,Libra,34,10.77,366.18,2013-12-01
7045,Azúcar ,Libra,30,9.01,270.3,2013-12-01
7046,Aceite ,Litro,7,33.38,233.66000000000003,2013-12-01
7047,Posta de res,Libra,8,60.03,480.24,2013-12-01
7048,Posta de cerdo,Libra,5,53.410000000000004,267.05,2013-12-01
7049,Carne de aves,Libra,8,30.900000000000002,247.20000000000002,2013-12-01
7050,Chuleta de pescado,Libra,9,59.19,532.71,2013-12-01
7051,Leche ,Litro,30,24.06999999999999,722.0999999999997,2013-12-01
7052,Huevos,Docena,7,43.29,303.03,2013-12-01
7053,Queso seco,Libra,9,51.19,460.71,2013-12-01
7054,Tortilla ,Libra,57,13.030000000000001,742.71,2013-12-01
7055,Pinolillo,Libra,10,21.28,212.8,2013-12-01
7056,Pastas alimenticias  ,Libra,5,21.16,105.8,2013-12-01
7057,Pan ,Libra,27,19.35,522.45,2013-12-01
7058,Tomate de cocinar,Libra,14,15.5,217,2013-12-01
7059,Cebolla blanca,Libra,8,20.75,166,2013-12-01
7060,Papas,Libra,15,10.540000000000001,158.10000000000002,2013-12-01
7061,Ayote,Libra,32,4.46,142.72,2013-12-01
7062,Chiltoma ,Libra,3,41.53,124.59,2013-12-01
7063,Plátano verde,Libra,16,7.42,118.72,2013-12-01
7064,Naranja ,Libra,46,4.17,191.82,2013-12-01
7065,Repollo,Libra,2,8.950000000000001,17.900000000000002,2013-12-01
7066,Jabón de lavar ropa,Unidad,12.55,13.02,163.401,2013-12-01
7067,Detergente en polvo,Bolsita de 40 gramos ,27.97,2.2800000000000002,63.77160000000001,2013-12-01
